length,surface,volume
2871,49455846,23664622311
2872,49490304,23689358848
2873,49524774,23714112617
2874,49559256,23738883624
2875,49593750,23763671875
2876,49628256,23788477376
2877,49662774,23813300133
2878,49697304,23838140152
2879,49731846,23862997439
2880,49766400,23887872000
2881,49800966,23912763841
2882,49835544,23937672968
2883,49870134,23962599387
2884,49904736,23987543104
2885,49939350,24012504125
2886,49973976,24037482456
2887,50008614,24062478103
2888,50043264,24087491072
2889,50077926,24112521369
2890,50112600,24137569000
2891,50147286,24162633971
2892,50181984,24187716288
2893,50216694,24212815957
2894,50251416,24237932984
2895,50286150,24263067375
2896,50320896,24288219136
2897,50355654,24313388273
2898,50390424,24338574792
2899,50425206,24363778699
2900,50460000,24389000000
2901,50494806,24414238701
2902,50529624,24439494808
2903,50564454,24464768327
2904,50599296,24490059264
2905,50634150,24515367625
2906,50669016,24540693416
2907,50703894,24566036643
2908,50738784,24591397312
2909,50773686,24616775429
2910,50808600,24642171000
2911,50843526,24667584031
2912,50878464,24693014528
2913,50913414,24718462497
2914,50948376,24743927944
2915,50983350,24769410875
2916,51018336,24794911296
2917,51053334,24820429213
2918,51088344,24845964632
2919,51123366,24871517559
2920,51158400,24897088000
2921,51193446,24922675961
2922,51228504,24948281448
2923,51263574,24973904467
2924,51298656,24999545024
2925,51333750,25025203125
2926,51368856,25050878776
2927,51403974,25076571983
2928,51439104,25102282752
2929,51474246,25128011089
2930,51509400,25153757000
2931,51544566,25179520491
2932,51579744,25205301568
2933,51614934,25231100237
2934,51650136,25256916504
2935,51685350,25282750375
2936,51720576,25308601856
2937,51755814,25334470953
2938,51791064,25360357672
2939,51826326,25386262019
2940,51861600,25412184000
2941,51896886,25438123621
2942,51932184,25464080888
2943,51967494,25490055807
2944,52002816,25516048384
2945,52038150,25542058625
2946,52073496,25568086536
2947,52108854,25594132123
2948,52144224,25620195392
2949,52179606,25646276349
2950,52215000,25672375000
2951,52250406,25698491351
2952,52285824,25724625408
2953,52321254,25750777177
2954,52356696,25776946664
2955,52392150,25803133875
2956,52427616,25829338816
2957,52463094,25855561493
2958,52498584,25881801912
2959,52534086,25908060079
2960,52569600,25934336000
2961,52605126,25960629681
2962,52640664,25986941128
2963,52676214,26013270347
2964,52711776,26039617344
2965,52747350,26065982125
2966,52782936,26092364696
2967,52818534,26118765063
2968,52854144,26145183232
2969,52889766,26171619209
2970,52925400,26198073000
2971,52961046,26224544611
2972,52996704,26251034048
2973,53032374,26277541317
2974,53068056,26304066424
2975,53103750,26330609375
2976,53139456,26357170176
2977,53175174,26383748833
2978,53210904,26410345352
2979,53246646,26436959739
2980,53282400,26463592000
2981,53318166,26490242141
2982,53353944,26516910168
2983,53389734,26543596087
2984,53425536,26570299904
2985,53461350,26597021625
2986,53497176,26623761256
2987,53533014,26650518803
2988,53568864,26677294272
2989,53604726,26704087669
2990,53640600,26730899000
2991,53676486,26757728271
2992,53712384,26784575488
2993,53748294,26811440657
2994,53784216,26838323784
2995,53820150,26865224875
2996,53856096,26892143936
2997,53892054,26919080973
2998,53928024,26946035992
2999,53964006,26973008999
3000,54000000,27000000000
3001,54036006,27027009001
3002,54072024,27054036008
3003,54108054,27081081027
3004,54144096,27108144064
3005,54180150,27135225125
3006,54216216,27162324216
3007,54252294,27189441343
3008,54288384,27216576512
3009,54324486,27243729729
3010,54360600,27270901000
3011,54396726,27298090331
3012,54432864,27325297728
3013,54469014,27352523197
3014,54505176,27379766744
3015,54541350,27407028375
3016,54577536,27434308096
3017,54613734,27461605913
3018,54649944,27488921832
3019,54686166,27516255859
3020,54722400,27543608000
3021,54758646,27570978261
3022,54794904,27598366648
3023,54831174,27625773167
3024,54867456,27653197824
3025,54903750,27680640625
3026,54940056,27708101576
3027,54976374,27735580683
3028,55012704,27763077952
3029,55049046,27790593389
3030,55085400,27818127000
3031,55121766,27845678791
3032,55158144,27873248768
3033,55194534,27900836937
3034,55230936,27928443304
3035,55267350,27956067875
3036,55303776,27983710656
3037,55340214,28011371653
3038,55376664,28039050872
3039,55413126,28066748319
3040,55449600,28094464000
3041,55486086,28122197921
3042,55522584,28149950088
3043,55559094,28177720507
3044,55595616,28205509184
3045,55632150,28233316125
3046,55668696,28261141336
3047,55705254,28288984823
3048,55741824,28316846592
3049,55778406,28344726649
3050,55815000,28372625000
3051,55851606,28400541651
3052,55888224,28428476608
3053,55924854,28456429877
3054,55961496,28484401464
3055,55998150,28512391375
3056,56034816,28540399616
3057,56071494,28568426193
3058,56108184,28596471112
3059,56144886,28624534379
3060,56181600,28652616000
3061,56218326,28680715981
3062,56255064,28708834328
3063,56291814,28736971047
3064,56328576,28765126144
3065,56365350,28793299625
3066,56402136,28821491496
3067,56438934,28849701763
3068,56475744,28877930432
3069,56512566,28906177509
3070,56549400,28934443000
3071,56586246,28962726911
3072,56623104,28991029248
3073,56659974,29019350017
3074,56696856,29047689224
3075,56733750,29076046875
3076,56770656,29104422976
3077,56807574,29132817533
3078,56844504,29161230552
3079,56881446,29189662039
3080,56918400,29218112000
3081,56955366,29246580441
3082,56992344,29275067368
3083,57029334,29303572787
3084,57066336,29332096704
3085,57103350,29360639125
3086,57140376,29389200056
3087,57177414,29417779503
3088,57214464,29446377472
3089,57251526,29474993969
3090,57288600,29503629000
3091,57325686,29532282571
3092,57362784,29560954688
3093,57399894,29589645357
3094,57437016,29618354584
3095,57474150,29647082375
3096,57511296,29675828736
3097,57548454,29704593673
3098,57585624,29733377192
3099,57622806,29762179299
3100,57660000,29791000000
3101,57697206,29819839301
3102,57734424,29848697208
3103,57771654,29877573727
3104,57808896,29906468864
3105,57846150,29935382625
3106,57883416,29964315016
3107,57920694,29993266043
3108,57957984,30022235712
3109,57995286,30051224029
3110,58032600,30080231000
3111,58069926,30109256631
3112,58107264,30138300928
3113,58144614,30167363897
3114,58181976,30196445544
3115,58219350,30225545875
3116,58256736,30254664896
3117,58294134,30283802613
3118,58331544,30312959032
3119,58368966,30342134159
3120,58406400,30371328000
3121,58443846,30400540561
3122,58481304,30429771848
3123,58518774,30459021867
3124,58556256,30488290624
3125,58593750,30517578125
3126,58631256,30546884376
3127,58668774,30576209383
3128,58706304,30605553152
3129,58743846,30634915689
3130,58781400,30664297000
3131,58818966,30693697091
3132,58856544,30723115968
3133,58894134,30752553637
3134,58931736,30782010104
3135,58969350,30811485375
3136,59006976,30840979456
3137,59044614,30870492353
3138,59082264,30900024072
3139,59119926,30929574619
3140,59157600,30959144000
3141,59195286,30988732221
3142,59232984,31018339288
3143,59270694,31047965207
3144,59308416,31077609984
3145,59346150,31107273625
3146,59383896,31136956136
3147,59421654,31166657523
3148,59459424,31196377792
3149,59497206,31226116949
3150,59535000,31255875000
3151,59572806,31285651951
3152,59610624,31315447808
3153,59648454,31345262577
3154,59686296,31375096264
3155,59724150,31404948875
3156,59762016,31434820416
3157,59799894,31464710893
3158,59837784,31494620312
3159,59875686,31524548679
3160,59913600,31554496000
3161,59951526,31584462281
3162,59989464,31614447528
3163,60027414,31644451747
3164,60065376,31674474944
3165,60103350,31704517125
3166,60141336,31734578296
3167,60179334,31764658463
3168,60217344,31794757632
3169,60255366,31824875809
3170,60293400,31855013000
3171,60331446,31885169211
3172,60369504,31915344448
3173,60407574,31945538717
3174,60445656,31975752024
3175,60483750,32005984375
3176,60521856,32036235776
3177,60559974,32066506233
3178,60598104,32096795752
3179,60636246,32127104339
3180,60674400,32157432000
3181,60712566,32187778741
3182,60750744,32218144568
3183,60788934,32248529487
3184,60827136,32278933504
3185,60865350,32309356625
3186,60903576,32339798856
3187,60941814,32370260203
3188,60980064,32400740672
3189,61018326,32431240269
3190,61056600,32461759000
3191,61094886,32492296871
3192,61133184,32522853888
3193,61171494,32553430057
3194,61209816,32584025384
3195,61248150,32614639875
3196,61286496,32645273536
3197,61324854,32675926373
3198,61363224,32706598392
3199,61401606,32737289599
3200,61440000,32768000000
3201,61478406,32798729601
3202,61516824,32829478408
3203,61555254,32860246427
3204,61593696,32891033664
3205,61632150,32921840125
3206,61670616,32952665816
3207,61709094,32983510743
3208,61747584,33014374912
3209,61786086,33045258329
3210,61824600,33076161000
3211,61863126,33107082931
3212,61901664,33138024128
3213,61940214,33168984597
3214,61978776,33199964344
3215,62017350,33230963375
3216,62055936,33261981696
3217,62094534,33293019313
3218,62133144,33324076232
3219,62171766,33355152459
3220,62210400,33386248000
3221,62249046,33417362861
3222,62287704,33448497048
3223,62326374,33479650567
3224,62365056,33510823424
3225,62403750,33542015625
3226,62442456,33573227176
3227,62481174,33604458083
3228,62519904,33635708352
3229,62558646,33666977989
3230,62597400,33698267000
3231,62636166,33729575391
3232,62674944,33760903168
3233,62713734,33792250337
3234,62752536,33823616904
3235,62791350,33855002875
3236,62830176,33886408256
3237,62869014,33917833053
3238,62907864,33949277272
3239,62946726,33980740919
3240,62985600,34012224000
3241,63024486,34043726521
3242,63063384,34075248488
3243,63102294,34106789907
3244,63141216,34138350784
3245,63180150,34169931125
3246,63219096,34201530936
3247,63258054,34233150223
3248,63297024,34264788992
3249,63336006,34296447249
3250,63375000,34328125000
3251,63414006,34359822251
3252,63453024,34391539008
3253,63492054,34423275277
3254,63531096,34455031064
3255,63570150,34486806375
3256,63609216,34518601216
3257,63648294,34550415593
3258,63687384,34582249512
3259,63726486,34614102979
3260,63765600,34645976000
3261,63804726,34677868581
3262,63843864,34709780728
3263,63883014,34741712447
3264,63922176,34773663744
3265,63961350,34805634625
3266,64000536,34837625096
3267,64039734,34869635163
3268,64078944,34901664832
3269,64118166,34933714109
3270,64157400,34965783000
3271,64196646,34997871511
3272,64235904,35029979648
3273,64275174,35062107417
3274,64314456,35094254824
3275,64353750,35126421875
3276,64393056,35158608576
3277,64432374,35190814933
3278,64471704,35223040952
3279,64511046,35255286639
3280,64550400,35287552000
3281,64589766,35319837041
3282,64629144,35352141768
3283,64668534,35384466187
3284,64707936,35416810304
3285,64747350,35449174125
3286,64786776,35481557656
3287,64826214,35513960903
3288,64865664,35546383872
3289,64905126,35578826569
3290,64944600,35611289000
3291,64984086,35643771171
3292,65023584,35676273088
3293,65063094,35708794757
3294,65102616,35741336184
3295,65142150,35773897375
3296,65181696,35806478336
3297,65221254,35839079073
3298,65260824,35871699592
3299,65300406,35904339899
3300,65340000,35937000000
3301,65379606,35969679901
3302,65419224,36002379608
3303,65458854,36035099127
3304,65498496,36067838464
3305,65538150,36100597625
3306,65577816,36133376616
3307,65617494,36166175443
3308,65657184,36198994112
3309,65696886,36231832629
3310,65736600,36264691000
3311,65776326,36297569231
3312,65816064,36330467328
3313,65855814,36363385297
3314,65895576,36396323144
3315,65935350,36429280875
3316,65975136,36462258496
3317,66014934,36495256013
3318,66054744,36528273432
3319,66094566,36561310759
3320,66134400,36594368000
3321,66174246,36627445161
3322,66214104,36660542248
3323,66253974,36693659267
3324,66293856,36726796224
3325,66333750,36759953125
3326,66373656,36793129976
3327,66413574,36826326783
3328,66453504,36859543552
3329,66493446,36892780289
3330,66533400,36926037000
3331,66573366,36959313691
3332,66613344,36992610368
3333,66653334,37025927037
3334,66693336,37059263704
3335,66733350,37092620375
3336,66773376,37125997056
3337,66813414,37159393753
3338,66853464,37192810472
3339,66893526,37226247219
3340,66933600,37259704000
3341,66973686,37293180821
3342,67013784,37326677688
3343,67053894,37360194607
3344,67094016,37393731584
3345,67134150,37427288625
3346,67174296,37460865736
3347,67214454,37494462923
3348,67254624,37528080192
3349,67294806,37561717549
3350,67335000,37595375000
3351,67375206,37629052551
3352,67415424,37662750208
3353,67455654,37696467977
3354,67495896,37730205864
3355,67536150,37763963875
3356,67576416,37797742016
3357,67616694,37831540293
3358,67656984,37865358712
3359,67697286,37899197279
3360,67737600,37933056000
3361,67777926,37966934881
3362,67818264,38000833928
3363,67858614,38034753147
3364,67898976,38068692544
3365,67939350,38102652125
3366,67979736,38136631896
3367,68020134,38170631863
3368,68060544,38204652032
3369,68100966,38238692409
3370,68141400,38272753000
3371,68181846,38306833811
3372,68222304,38340934848
3373,68262774,38375056117
3374,68303256,38409197624
3375,68343750,38443359375
3376,68384256,38477541376
3377,68424774,38511743633
3378,68465304,38545966152
3379,68505846,38580208939
3380,68546400,38614472000
3381,68586966,38648755341
3382,68627544,38683058968
3383,68668134,38717382887
3384,68708736,38751727104
3385,68749350,38786091625
3386,68789976,38820476456
3387,68830614,38854881603
3388,68871264,38889307072
3389,68911926,38923752869
3390,68952600,38958219000
3391,68993286,38992705471
3392,69033984,39027212288
3393,69074694,39061739457
3394,69115416,39096286984
3395,69156150,39130854875
3396,69196896,39165443136
3397,69237654,39200051773
3398,69278424,39234680792
3399,69319206,39269330199
3400,69360000,39304000000
3401,69400806,39338690201
3402,69441624,39373400808
3403,69482454,39408131827
3404,69523296,39442883264
3405,69564150,39477655125
3406,69605016,39512447416
3407,69645894,39547260143
3408,69686784,39582093312
3409,69727686,39616946929
3410,69768600,39651821000
3411,69809526,39686715531
3412,69850464,39721630528
3413,69891414,39756565997
3414,69932376,39791521944
3415,69973350,39826498375
3416,70014336,39861495296
3417,70055334,39896512713
3418,70096344,39931550632
3419,70137366,39966609059
3420,70178400,40001688000
3421,70219446,40036787461
3422,70260504,40071907448
3423,70301574,40107047967
3424,70342656,40142209024
3425,70383750,40177390625
3426,70424856,40212592776
3427,70465974,40247815483
3428,70507104,40283058752
3429,70548246,40318322589
3430,70589400,40353607000
3431,70630566,40388911991
3432,70671744,40424237568
3433,70712934,40459583737
3434,70754136,40494950504
3435,70795350,40530337875
3436,70836576,40565745856
3437,70877814,40601174453
3438,70919064,40636623672
3439,70960326,40672093519
3440,71001600,40707584000
3441,71042886,40743095121
3442,71084184,40778626888
3443,71125494,40814179307
3444,71166816,40849752384
3445,71208150,40885346125
3446,71249496,40920960536
3447,71290854,40956595623
3448,71332224,40992251392
3449,71373606,41027927849
3450,71415000,41063625000
3451,71456406,41099342851
3452,71497824,41135081408
3453,71539254,41170840677
3454,71580696,41206620664
3455,71622150,41242421375
3456,71663616,41278242816
3457,71705094,41314084993
3458,71746584,41349947912
3459,71788086,41385831579
3460,71829600,41421736000
3461,71871126,41457661181
3462,71912664,41493607128
3463,71954214,41529573847
3464,71995776,41565561344
3465,72037350,41601569625
3466,72078936,41637598696
3467,72120534,41673648563
3468,72162144,41709719232
3469,72203766,41745810709
3470,72245400,41781923000
3471,72287046,41818056111
3472,72328704,41854210048
3473,72370374,41890384817
3474,72412056,41926580424
3475,72453750,41962796875
3476,72495456,41999034176
3477,72537174,42035292333
3478,72578904,42071571352
3479,72620646,42107871239
3480,72662400,42144192000
3481,72704166,42180533641
3482,72745944,42216896168
3483,72787734,42253279587
3484,72829536,42289683904
3485,72871350,42326109125
3486,72913176,42362555256
3487,72955014,42399022303
3488,72996864,42435510272
3489,73038726,42472019169
3490,73080600,42508549000
3491,73122486,42545099771
3492,73164384,42581671488
3493,73206294,42618264157
3494,73248216,42654877784
3495,73290150,42691512375
3496,73332096,42728167936
3497,73374054,42764844473
3498,73416024,42801541992
3499,73458006,42838260499
3500,73500000,42875000000
3501,73542006,42911760501
3502,73584024,42948542008
3503,73626054,42985344527
3504,73668096,43022168064
3505,73710150,43059012625
3506,73752216,43095878216
3507,73794294,43132764843
3508,73836384,43169672512
3509,73878486,43206601229
3510,73920600,43243551000
3511,73962726,43280521831
3512,74004864,43317513728
3513,74047014,43354526697
3514,74089176,43391560744
3515,74131350,43428615875
3516,74173536,43465692096
3517,74215734,43502789413
3518,74257944,43539907832
3519,74300166,43577047359
3520,74342400,43614208000
3521,74384646,43651389761
3522,74426904,43688592648
3523,74469174,43725816667
3524,74511456,43763061824
3525,74553750,43800328125
3526,74596056,43837615576
3527,74638374,43874924183
3528,74680704,43912253952
3529,74723046,43949604889
3530,74765400,43986977000
3531,74807766,44024370291
3532,74850144,44061784768
3533,74892534,44099220437
3534,74934936,44136677304
3535,74977350,44174155375
3536,75019776,44211654656
3537,75062214,44249175153
3538,75104664,44286716872
3539,75147126,44324279819
3540,75189600,44361864000
3541,75232086,44399469421
3542,75274584,44437096088
3543,75317094,44474744007
3544,75359616,44512413184
3545,75402150,44550103625
3546,75444696,44587815336
3547,75487254,44625548323
3548,75529824,44663302592
3549,75572406,44701078149
3550,75615000,44738875000
3551,75657606,44776693151
3552,75700224,44814532608
3553,75742854,44852393377
3554,75785496,44890275464
3555,75828150,44928178875
3556,75870816,44966103616
3557,75913494,45004049693
3558,75956184,45042017112
3559,75998886,45080005879
3560,76041600,45118016000
3561,76084326,45156047481
3562,76127064,45194100328
3563,76169814,45232174547
3564,76212576,45270270144
3565,76255350,45308387125
3566,76298136,45346525496
3567,76340934,45384685263
3568,76383744,45422866432
3569,76426566,45461069009
3570,76469400,45499293000
3571,76512246,45537538411
3572,76555104,45575805248
3573,76597974,45614093517
3574,76640856,45652403224
3575,76683750,45690734375
3576,76726656,45729086976
3577,76769574,45767461033
3578,76812504,45805856552
3579,76855446,45844273539
3580,76898400,45882712000
3581,76941366,45921171941
3582,76984344,45959653368
3583,77027334,45998156287
3584,77070336,46036680704
3585,77113350,46075226625
3586,77156376,46113794056
3587,77199414,46152383003
3588,77242464,46190993472
3589,77285526,46229625469
3590,77328600,46268279000
3591,77371686,46306954071
3592,77414784,46345650688
3593,77457894,46384368857
3594,77501016,46423108584
3595,77544150,46461869875
3596,77587296,46500652736
3597,77630454,46539457173
3598,77673624,46578283192
3599,77716806,46617130799
3600,77760000,46656000000
3601,77803206,46694890801
3602,77846424,46733803208
3603,77889654,46772737227
3604,77932896,46811692864
3605,77976150,46850670125
3606,78019416,46889669016
3607,78062694,46928689543
3608,78105984,46967731712
3609,78149286,47006795529
3610,78192600,47045881000
3611,78235926,47084988131
3612,78279264,47124116928
3613,78322614,47163267397
3614,78365976,47202439544
3615,78409350,47241633375
3616,78452736,47280848896
3617,78496134,47320086113
3618,78539544,47359345032
3619,78582966,47398625659
3620,78626400,47437928000
3621,78669846,47477252061
3622,78713304,47516597848
3623,78756774,47555965367
3624,78800256,47595354624
3625,78843750,47634765625
3626,78887256,47674198376
3627,78930774,47713652883
3628,78974304,47753129152
3629,79017846,47792627189
3630,79061400,47832147000
3631,79104966,47871688591
3632,79148544,47911251968
3633,79192134,47950837137
3634,79235736,47990444104
3635,79279350,48030072875
3636,79322976,48069723456
3637,79366614,48109395853
3638,79410264,48149090072
3639,79453926,48188806119
3640,79497600,48228544000
3641,79541286,48268303721
3642,79584984,48308085288
3643,79628694,48347888707
3644,79672416,48387713984
3645,79716150,48427561125
3646,79759896,48467430136
3647,79803654,48507321023
3648,79847424,48547233792
3649,79891206,48587168449
3650,79935000,48627125000
3651,79978806,48667103451
3652,80022624,48707103808
3653,80066454,48747126077
3654,80110296,48787170264
3655,80154150,48827236375
3656,80198016,48867324416
3657,80241894,48907434393
3658,80285784,48947566312
3659,80329686,48987720179
3660,80373600,49027896000
3661,80417526,49068093781
3662,80461464,49108313528
3663,80505414,49148555247
3664,80549376,49188818944
3665,80593350,49229104625
3666,80637336,49269412296
3667,80681334,49309741963
3668,80725344,49350093632
3669,80769366,49390467309
3670,80813400,49430863000
3671,80857446,49471280711
3672,80901504,49511720448
3673,80945574,49552182217
3674,80989656,49592666024
3675,81033750,49633171875
3676,81077856,49673699776
3677,81121974,49714249733
3678,81166104,49754821752
3679,81210246,49795415839
3680,81254400,49836032000
3681,81298566,49876670241
3682,81342744,49917330568
3683,81386934,49958012987
3684,81431136,49998717504
3685,81475350,50039444125
3686,81519576,50080192856
3687,81563814,50120963703
3688,81608064,50161756672
3689,81652326,50202571769
3690,81696600,50243409000
3691,81740886,50284268371
3692,81785184,50325149888
3693,81829494,50366053557
3694,81873816,50406979384
3695,81918150,50447927375
3696,81962496,50488897536
3697,82006854,50529889873
3698,82051224,50570904392
3699,82095606,50611941099
3700,82140000,50653000000
3701,82184406,50694081101
3702,82228824,50735184408
3703,82273254,50776309927
3704,82317696,50817457664
3705,82362150,50858627625
3706,82406616,50899819816
3707,82451094,50941034243
3708,82495584,50982270912
3709,82540086,51023529829
3710,82584600,51064811000
3711,82629126,51106114431
3712,82673664,51147440128
3713,82718214,51188788097
3714,82762776,51230158344
3715,82807350,51271550875
3716,82851936,51312965696
3717,82896534,51354402813
3718,82941144,51395862232
3719,82985766,51437343959
3720,83030400,51478848000
3721,83075046,51520374361
3722,83119704,51561923048
3723,83164374,51603494067
3724,83209056,51645087424
3725,83253750,51686703125
3726,83298456,51728341176
3727,83343174,51770001583
3728,83387904,51811684352
3729,83432646,51853389489
3730,83477400,51895117000
3731,83522166,51936866891
3732,83566944,51978639168
3733,83611734,52020433837
3734,83656536,52062250904
3735,83701350,52104090375
3736,83746176,52145952256
3737,83791014,52187836553
3738,83835864,52229743272
3739,83880726,52271672419
3740,83925600,52313624000
3741,83970486,52355598021
3742,84015384,52397594488
3743,84060294,52439613407
3744,84105216,52481654784
3745,84150150,52523718625
3746,84195096,52565804936
3747,84240054,52607913723
3748,84285024,52650044992
3749,84330006,52692198749
3750,84375000,52734375000
3751,84420006,52776573751
3752,84465024,52818795008
3753,84510054,52861038777
3754,84555096,52903305064
3755,84600150,52945593875
3756,84645216,52987905216
3757,84690294,53030239093
3758,84735384,53072595512
3759,84780486,53114974479
3760,84825600,53157376000
3761,84870726,53199800081
3762,84915864,53242246728
3763,84961014,53284715947
3764,85006176,53327207744
3765,85051350,53369722125
3766,85096536,53412259096
3767,85141734,53454818663
3768,85186944,53497400832
3769,85232166,53540005609
3770,85277400,53582633000
3771,85322646,53625283011
3772,85367904,53667955648
3773,85413174,53710650917
3774,85458456,53753368824
3775,85503750,53796109375
3776,85549056,53838872576
3777,85594374,53881658433
3778,85639704,53924466952
3779,85685046,53967298139
3780,85730400,54010152000
3781,85775766,54053028541
3782,85821144,54095927768
3783,85866534,54138849687
3784,85911936,54181794304
3785,85957350,54224761625
3786,86002776,54267751656
3787,86048214,54310764403
3788,86093664,54353799872
3789,86139126,54396858069
3790,86184600,54439939000
3791,86230086,54483042671
3792,86275584,54526169088
3793,86321094,54569318257
3794,86366616,54612490184
3795,86412150,54655684875
3796,86457696,54698902336
3797,86503254,54742142573
3798,86548824,54785405592
3799,86594406,54828691399
3800,86640000,54872000000
3801,86685606,54915331401
3802,86731224,54958685608
3803,86776854,55002062627
3804,86822496,55045462464
3805,86868150,55088885125
3806,86913816,55132330616
3807,86959494,55175798943
3808,87005184,55219290112
3809,87050886,55262804129
3810,87096600,55306341000
3811,87142326,55349900731
3812,87188064,55393483328
3813,87233814,55437088797
3814,87279576,55480717144
3815,87325350,55524368375
3816,87371136,55568042496
3817,87416934,55611739513
3818,87462744,55655459432
3819,87508566,55699202259
3820,87554400,55742968000
3821,87600246,55786756661
3822,87646104,55830568248
3823,87691974,55874402767
3824,87737856,55918260224
3825,87783750,55962140625
3826,87829656,56006043976
3827,87875574,56049970283
3828,87921504,56093919552
3829,87967446,56137891789
3830,88013400,56181887000
3831,88059366,56225905191
3832,88105344,56269946368
3833,88151334,56314010537
3834,88197336,56358097704
3835,88243350,56402207875
3836,88289376,56446341056
3837,88335414,56490497253
3838,88381464,56534676472
3839,88427526,56578878719
3840,88473600,56623104000
3841,88519686,56667352321
3842,88565784,56711623688
3843,88611894,56755918107
3844,88658016,56800235584
3845,88704150,56844576125
3846,88750296,56888939736
3847,88796454,56933326423
3848,88842624,56977736192
3849,88888806,57022169049
3850,88935000,57066625000
3851,88981206,57111104051
3852,89027424,57155606208
3853,89073654,57200131477
3854,89119896,57244679864
3855,89166150,57289251375
3856,89212416,57333846016
3857,89258694,57378463793
3858,89304984,57423104712
3859,89351286,57467768779
3860,89397600,57512456000
3861,89443926,57557166381
3862,89490264,57601899928
3863,89536614,57646656647
3864,89582976,57691436544
3865,89629350,57736239625
3866,89675736,57781065896
3867,89722134,57825915363
3868,89768544,57870788032
3869,89814966,57915683909
3870,89861400,57960603000
3871,89907846,58005545311
3872,89954304,58050510848
3873,90000774,58095499617
3874,90047256,58140511624
3875,90093750,58185546875
3876,90140256,58230605376
3877,90186774,58275687133
3878,90233304,58320792152
3879,90279846,58365920439
3880,90326400,58411072000
3881,90372966,58456246841
3882,90419544,58501444968
3883,90466134,58546666387
3884,90512736,58591911104
3885,90559350,58637179125
3886,90605976,58682470456
3887,90652614,58727785103
3888,90699264,58773123072
3889,90745926,58818484369
3890,90792600,58863869000
3891,90839286,58909276971
3892,90885984,58954708288
3893,90932694,59000162957
3894,90979416,59045640984
3895,91026150,59091142375
3896,91072896,59136667136
3897,91119654,59182215273
3898,91166424,59227786792
3899,91213206,59273381699
3900,91260000,59319000000
3901,91306806,59364641701
3902,91353624,59410306808
3903,91400454,59455995327
3904,91447296,59501707264
3905,91494150,59547442625
3906,91541016,59593201416
3907,91587894,59638983643
3908,91634784,59684789312
3909,91681686,59730618429
3910,91728600,59776471000
3911,91775526,59822347031
3912,91822464,59868246528
3913,91869414,59914169497
3914,91916376,59960115944
3915,91963350,60006085875
3916,92010336,60052079296
3917,92057334,60098096213
3918,92104344,60144136632
3919,92151366,60190200559
3920,92198400,60236288000
3921,92245446,60282398961
3922,92292504,60328533448
3923,92339574,60374691467
3924,92386656,60420873024
3925,92433750,60467078125
3926,92480856,60513306776
3927,92527974,60559558983
3928,92575104,60605834752
3929,92622246,60652134089
3930,92669400,60698457000
3931,92716566,60744803491
3932,92763744,60791173568
3933,92810934,60837567237
3934,92858136,60883984504
3935,92905350,60930425375
3936,92952576,60976889856
3937,92999814,61023377953
3938,93047064,61069889672
3939,93094326,61116425019
3940,93141600,61162984000
3941,93188886,61209566621
3942,93236184,61256172888
3943,93283494,61302802807
3944,93330816,61349456384
3945,93378150,61396133625
3946,93425496,61442834536
3947,93472854,61489559123
3948,93520224,61536307392
3949,93567606,61583079349
3950,93615000,61629875000
3951,93662406,61676694351
3952,93709824,61723537408
3953,93757254,61770404177
3954,93804696,61817294664
3955,93852150,61864208875
3956,93899616,61911146816
3957,93947094,61958108493
3958,93994584,62005093912
3959,94042086,62052103079
3960,94089600,62099136000
3961,94137126,62146192681
3962,94184664,62193273128
3963,94232214,62240377347
3964,94279776,62287505344
3965,94327350,62334657125
3966,94374936,62381832696
3967,94422534,62429032063
3968,94470144,62476255232
3969,94517766,62523502209
3970,94565400,62570773000
3971,94613046,62618067611
3972,94660704,62665386048
3973,94708374,62712728317
3974,94756056,62760094424
3975,94803750,62807484375
3976,94851456,62854898176
3977,94899174,62902335833
3978,94946904,62949797352
3979,94994646,62997282739
3980,95042400,63044792000
3981,95090166,63092325141
3982,95137944,63139882168
3983,95185734,63187463087
3984,95233536,63235067904
3985,95281350,63282696625
3986,95329176,63330349256
3987,95377014,63378025803
3988,95424864,63425726272
3989,95472726,63473450669
3990,95520600,63521199000
3991,95568486,63568971271
3992,95616384,63616767488
3993,95664294,63664587657
3994,95712216,63712431784
3995,95760150,63760299875
3996,95808096,63808191936
3997,95856054,63856107973
3998,95904024,63904047992
3999,95952006,63952011999
4000,96000000,64000000000
4001,96048006,64048012001
4002,96096024,64096048008
4003,96144054,64144108027
4004,96192096,64192192064
4005,96240150,64240300125
4006,96288216,64288432216
4007,96336294,64336588343
4008,96384384,64384768512
4009,96432486,64432972729
4010,96480600,64481201000
4011,96528726,64529453331
4012,96576864,64577729728
4013,96625014,64626030197
4014,96673176,64674354744
4015,96721350,64722703375
4016,96769536,64771076096
4017,96817734,64819472913
4018,96865944,64867893832
4019,96914166,64916338859
4020,96962400,64964808000
4021,97010646,65013301261
4022,97058904,65061818648
4023,97107174,65110360167
4024,97155456,65158925824
4025,97203750,65207515625
4026,97252056,65256129576
4027,97300374,65304767683
4028,97348704,65353429952
4029,97397046,65402116389
4030,97445400,65450827000
4031,97493766,65499561791
4032,97542144,65548320768
4033,97590534,65597103937
4034,97638936,65645911304
4035,97687350,65694742875
4036,97735776,65743598656
